4, 0, true
4, 1, false
4, 2, false
4, 3, false
4, 4, false
4, 5, false
4, 6, true
4, 7, false
4, 8, true
4, 9, false
4, 10, false
4, 11, true
4, 12, false
4, 13, true
4, 14, false
4, 15, true
4, 16, false
4, 17, false
4, 18, true
4, 19, false
4, 20, true
4, 21, false
4, 22, false
4, 23, true
4, 24, false
4, 25, false
4, 26, true
4, 27, false
4, 28, false
4, 29, false
4, 30, true
4, 31, true
4, 32, false
4, 33, false
4, 34, false
4, 35, false
4, 36, false
4, 37, false
4, 38, false
4, 39, false
4, 40, true
4, 41, false
4, 42, false
4, 43, false
4, 44, false
4, 45, false
4, 46, true
4, 47, false
4, 48, false
4, 49, false
4, 50, false
4, 51, true
4, 52, false
4, 53, true
4, 54, true
4, 55, true
4, 56, false
4, 57, false
4, 58, false
4, 59, true
4, 60, false
4, 61, false
4, 62, true
4, 63, true
4, 64, false
4, 65, false
4, 66, false
4, 67, true
4, 68, false
4, 69, true
4, 70, true
4, 71, false
4, 72, false
4, 73, true
4, 74, true
4, 75, true
4, 76, false
4, 77, false
4, 78, false
4, 79, true
4, 80, false
4, 81, false
4, 82, true
4, 83, false
4, 84, false
4, 85, false
4, 86, false
4, 87, false
4, 88, true
4, 89, false
4, 90, true
4, 91, false
4, 92, false
4, 93, false
4, 94, false
4, 95, false
4, 96, false
4, 97, false
4, 98, false
4, 99, false
